,Player,Nation,Pos,Age,MP,Clube,Year,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Playing Time MP
618,Alejandro Martinuccio,ar ARG,"FW,MF",27.0,0,Fluminense,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Claudio Aquino,ar ARG,"FW,MF",24.0,,Fluminense,2016,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2
620,Jefferson Orejuela,ec ECU,MF,23.0,,Fluminense,2017,21,1819.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,21
621,Junior Sornoza,ec ECU,"FW,MF",23.0,,Fluminense,2017,13,1058.0,11.8,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.17,0.0,0.17,0.17,0.17,,,,,,,,,,,,,15
622,Junior Sornoza,ec ECU,"FW,MF",24.0,29,Fluminense,2018,26,2180.0,24.2,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.04,0.04,0.08,0.04,0.08,,,,,,,,,,,,,
623,Bryan Cabezas,ec ECU,MF,20.0,5,Fluminense,2018,2,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
624,Yony González,co COL,"MF,FW",24.0,,Fluminense,2019,34,2915.0,32.4,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,0.19,0.06,0.25,0.19,0.25,9.7,9.7,4.3,14.0,92.0,57.0,327.0,0.3,0.13,0.43,0.3,0.43,34
625,Michel Araujo,uy URU,"MF,FW",23.0,,Fluminense,2020,23,1857.0,20.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.05,0.0,0.05,0.05,0.05,4.4,4.4,0.7,5.1,50.0,88.0,90.0,0.21,0.03,0.25,0.21,0.25,29
626,Fernando Pacheco Rivas,pe PER,"FW,MF",20.0,,Fluminense,2020,5,452.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.7,1.5,22.0,5.0,48.0,0.16,0.15,0.31,0.16,0.31,15
627,Jhon Arias,co COL,"FW,MF",23.0,19,Fluminense,2021,9,905.0,10.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.0,0.1,0.1,0.1,1.2,1.2,1.2,2.4,34.0,67.0,69.0,0.12,0.12,0.24,0.12,0.24,
628,Juan Cazares,ec ECU,"MF,FW",28.0,22,Fluminense,2021,6,788.0,8.8,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.11,0.23,0.34,0.11,0.34,1.1,1.1,3.0,4.1,13.0,78.0,71.0,0.13,0.34,0.47,0.13,0.47,
629,Abel Hernández,uy URU,FW,30.0,23,Fluminense,2021,6,774.0,8.6,3.0,0.0,3.0,2.0,1.0,1.0,5.0,1.0,0.35,0.0,0.35,0.23,0.23,3.4,2.6,0.1,2.8,5.0,8.0,37.0,0.39,0.02,0.41,0.3,0.32,
630,Raúl Bobadilla,py PAR,FW,33.0,20,Fluminense,2021,4,565.0,6.3,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.48,0.16,0.64,0.48,0.64,2.7,2.7,0.8,3.5,2.0,24.0,48.0,0.43,0.13,0.56,0.43,0.56,
631,Germán Cano,ar ARG,FW,33.0,38,Fluminense,2022,37,3081.0,34.2,26.0,3.0,29.0,26.0,0.0,0.0,2.0,0.0,0.76,0.09,0.85,0.76,0.85,18.4,18.4,1.4,19.8,14.0,29.0,126.0,0.54,0.04,0.58,0.54,0.58,
632,Jhon Arias,co COL,"FW,MF",24.0,33,Fluminense,2022,31,2663.0,29.6,7.0,10.0,17.0,6.0,1.0,1.0,4.0,0.0,0.24,0.34,0.57,0.2,0.54,3.4,2.7,7.1,9.7,138.0,171.0,266.0,0.12,0.24,0.35,0.09,0.33,
633,Mario Pineida,ec ECU,DF,29.0,7,Fluminense,2022,4,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,8.0,18.0,18.0,0.01,0.05,0.06,0.01,0.06,
634,Michel Araujo,uy URU,"FW,MF",25.0,8,Fluminense,2022,0,83.0,0.9,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,2.17,3.25,5.42,2.17,5.42,0.8,0.8,0.8,1.6,6.0,6.0,9.0,0.88,0.86,1.74,0.88,1.74,
635,Alan Carvalho,cn CHN,"FW,MF",32.0,4,Fluminense,2022,0,36.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,2.5,2.5,0.1,0.1,0.0,0.1,0.0,1.0,1.0,0.3,0.0,0.3,0.3,0.3,
636,Germán Cano,ar ARG,FW,34.0,30,Fluminense,2023,28,2465.0,27.4,10.0,1.0,11.0,10.0,0.0,1.0,8.0,0.0,0.37,0.04,0.4,0.37,0.4,10.0,9.2,1.1,10.3,18.0,25.0,87.0,0.37,0.04,0.4,0.34,0.38,
637,Jhon Arias,co COL,"FW,MF",25.0,29,Fluminense,2023,26,2385.0,26.5,7.0,7.0,14.0,5.0,2.0,2.0,5.0,1.0,0.26,0.26,0.53,0.19,0.45,5.8,4.2,4.3,8.5,142.0,107.0,301.0,0.22,0.16,0.38,0.16,0.32,
638,Leonardo Fernández,uy URU,"MF,FW",24.0,18,Fluminense,2023,8,658.0,7.3,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.14,0.0,0.14,0.14,0.14,1.5,0.7,1.0,1.7,25.0,45.0,69.0,0.2,0.14,0.35,0.1,0.24,
639,Yony González,co COL,"FW,MF",28.0,18,Fluminense,2023,6,575.0,6.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.16,0.16,0.31,0.16,0.31,1.6,1.6,0.7,2.3,3.0,4.0,47.0,0.25,0.11,0.36,0.25,0.36,
640,Alan Carvalho,cn CHN,MF,33.0,1,Fluminense,2023,1,45.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.6,0.6,0.0,0.6,0.0,0.0,1.0,1.27,0.0,1.27,1.27,1.27,
641,Jhon Arias,co COL,FW,26.0,27,Fluminense,2024,26,2376.0,26.4,7.0,3.0,10.0,7.0,0.0,2.0,6.0,0.0,0.27,0.11,0.38,0.27,0.38,6.7,5.1,3.4,8.5,94.0,92.0,215.0,0.25,0.13,0.38,0.19,0.32,
642,Germán Cano,ar ARG,FW,35.0,27,Fluminense,2024,20,1611.0,17.9,4.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,0.22,0.0,0.22,0.22,0.22,5.7,5.7,1.6,7.3,4.0,20.0,41.0,0.31,0.09,0.4,0.31,0.4,
643,Facundo Bernal,uy URU,MF,20.0,15,Fluminense,2024,11,943.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,3.0,51.0,9.0,0.04,0.01,0.05,0.04,0.05,
644,Kevin Serna,co COL,FW,26.0,16,Fluminense,2024,9,872.0,9.7,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,0.31,0.21,0.52,0.31,0.52,2.6,2.6,1.2,3.8,40.0,12.0,90.0,0.27,0.13,0.4,0.27,0.4,
645,David Terans,uy URU,"MF,FW",29.0,7,Fluminense,2024,2,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,5.0,1.0,10.0,0.09,0.01,0.1,0.09,0.1,
646,Gabriel Fuentes,co COL,DF,26.0,6,Fluminense,2024,2,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,8.0,15.0,9.0,0.01,0.02,0.03,0.01,0.03,
647,Jan Lucumí González,co COL,"FW,MF",19.0,3,Fluminense,2024,0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,3.0,1.0,10.0,0.15,0.34,0.48,0.15,0.48,
648,Hernán Barcos,ar ARG,FW,29.0,32,Gremio,2014,32,2723.0,30.3,14.0,1.0,15.0,12.0,2.0,2.0,7.0,1.0,0.46,0.03,0.5,0.4,0.43,,,,,,,,,,,,,
649,Cristian Riveros,py PAR,MF,31.0,23,Gremio,2014,16,1460.0,16.2,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.12,0.0,0.12,0.12,0.12,,,,,,,,,,,,,
650,Alan Ruiz,ar ARG,"FW,MF",20.0,23,Gremio,2014,12,1075.0,11.9,4.0,2.0,6.0,4.0,0.0,0.0,8.0,0.0,0.33,0.17,0.5,0.33,0.5,,,,,,,,,,,,,
651,Matías Rodríguez,ar ARG,"DF,MF",27.0,8,Gremio,2014,6,547.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
652,Maxi Rodríguez,uy URU,"FW,MF",23.0,4,Gremio,2014,0,69.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,0.0,1.3,1.3,1.3,,,,,,,,,,,,,
653,Frickson Erazo,ec ECU,DF,26.0,23,Gremio,2015,22,1987.0,22.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.05,0.05,0.09,0.05,0.09,,,,,,,,,,,,,
654,Maxi Rodríguez,uy URU,"FW,MF",24.0,9,Gremio,2015,1,186.0,2.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.48,0.48,0.97,0.48,0.97,,,,,,,,,,,,,
655,Matías Rodríguez,ar ARG,"DF,MF",28.0,2,Gremio,2015,1,107.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.84,0.84,,,,,,,,,,,,,
656,Braian Rodríguez,uy URU,FW,28.0,14,Gremio,2015,0,245.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.37,0.0,0.37,0.37,0.37,,,,,,,,,,,,,
657,Miller Bolaños,ec ECU,"FW,MF",25.0,18,Gremio,2016,15,1244.0,13.8,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.22,0.0,0.22,0.22,0.22,,,,,,,,,,,,,
658,Walter Kannemann,ar ARG,DF,24.0,13,Gremio,2016,11,1066.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
659,Ty Sandows,za RSA,FW,20.0,4,Gremio,2016,0,105.0,1.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86,0.0,0.86,,,,,,,,,,,,,
660,Andrés Guerrero,co COL,DF,20.0,0,Gremio,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Walter Kannemann,ar ARG,DF,25.0,,Gremio,2017,23,2041.0,22.7,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.04,0.0,0.04,0.04,0.04,,,,,,,,,,,,,23
662,Lucas Barrios,py PAR,FW,32.0,,Gremio,2017,16,1242.0,13.8,4.0,1.0,5.0,2.0,2.0,2.0,4.0,0.0,0.29,0.07,0.36,0.14,0.22,,,,,,,,,,,,,17
663,Michael Arroyo,ec ECU,"FW,MF",29.0,,Gremio,2017,4,316.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,7
664,Beto da Silva,pe PER,"FW,MF",20.0,,Gremio,2017,1,289.0,3.2,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.31,0.62,0.93,0.31,0.93,,,,,,,,,,,,,12
665,Miller Bolaños,ec ECU,"FW,MF",26.0,,Gremio,2017,1,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2
666,Gastón Fernández,ar ARG,"FW,MF",33.0,,Gremio,2017,0,37.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,2.43,0.0,2.43,,,,,,,,,,,,,4
667,Ezequiel Esperon,ar ARG,MF,20.0,,Gremio,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
668,Walter Kannemann,ar ARG,DF,26.0,18,Gremio,2018,18,1602.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
669,Walter Kannemann,ar ARG,DF,27.0,17,Gremio,2019,17,1530.0,17.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.06,0.0,0.06,0.06,0.06,1.0,1.0,0.0,1.0,5.0,45.0,2.0,0.06,0.0,0.06,0.06,0.06,
670,Walter Montoya,ar ARG,FW,25.0,3,Gremio,2019,3,215.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,0.2,0.2,0.3,0.4,5.0,10.0,15.0,0.07,0.11,0.18,0.07,0.18,
671,Luis Manuel Orejuela,co COL,DF,24.0,18,Gremio,2020,17,1527.0,17.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.06,0.0,0.06,0.06,0.06,1.3,1.3,1.1,2.4,49.0,78.0,119.0,0.08,0.07,0.14,0.08,0.14,
672,Walter Kannemann,ar ARG,DF,28.0,16,Gremio,2020,16,1397.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,2.0,32.0,0.0,0.06,0.0,0.06,0.06,0.06,
673,Diego Churín,ar ARG,FW,30.0,14,Gremio,2020,7,678.0,7.5,3.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.4,0.13,0.53,0.27,0.4,3.1,2.4,1.4,3.7,9.0,15.0,21.0,0.42,0.18,0.6,0.31,0.5,
674,César Pinares,cl CHI,MF,28.0,12,Gremio,2020,4,453.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.2,0.2,0.4,0.2,0.4,0.4,0.4,2.3,2.7,13.0,46.0,39.0,0.08,0.46,0.54,0.08,0.54,
675,Walter Kannemann,ar ARG,DF,29.0,,Gremio,2021,21,1795.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,7.0,53.0,0.0,0.03,0.01,0.04,0.03,0.04,21
676,Mathías Villasanti,py PAR,MF,24.0,,Gremio,2021,12,1010.0,11.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.09,0.0,0.09,0.09,0.09,1.0,1.0,1.3,2.3,19.0,35.0,29.0,0.08,0.12,0.2,0.08,0.2,16
677,Miguel Borja,co COL,FW,28.0,,Gremio,2021,11,1049.0,11.7,5.0,3.0,8.0,3.0,2.0,4.0,5.0,0.0,0.43,0.26,0.69,0.26,0.51,10.2,7.1,0.6,7.7,15.0,21.0,61.0,0.88,0.05,0.93,0.61,0.66,18
678,Jaminton Campaz,co COL,MF,20.0,,Gremio,2021,9,907.0,10.1,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.2,0.0,0.2,0.2,0.2,2.9,2.9,2.3,5.2,27.0,44.0,95.0,0.29,0.23,0.52,0.29,0.52,17
679,Diego Churín,ar ARG,FW,31.0,,Gremio,2021,0,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.0,2.0,9.0,0.27,0.17,0.44,0.27,0.44,6
680,César Pinares,cl CHI,FW,29.0,,Gremio,2021,0,21.0,0.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.29,0.0,4.29,0.0,0.0,0.8,0.0,0.0,0.0,0.0,2.0,1.0,3.38,0.0,3.38,0.0,0.0,2
681,Luis Suárez,uy URU,FW,36.0,33,Gremio,2023,33,2877.0,32.0,17.0,11.0,28.0,16.0,1.0,2.0,8.0,0.0,0.53,0.34,0.88,0.5,0.84,13.9,12.4,5.8,18.2,38.0,107.0,297.0,0.44,0.18,0.62,0.39,0.57,
682,Franco Cristaldo,ar ARG,"MF,FW",26.0,34,Gremio,2023,31,2131.0,23.7,8.0,5.0,13.0,5.0,3.0,4.0,0.0,0.0,0.34,0.21,0.55,0.21,0.42,6.6,3.5,4.6,8.1,23.0,131.0,143.0,0.28,0.2,0.47,0.15,0.34,
683,Mathías Villasanti,py PAR,MF,26.0,30,Gremio,2023,30,2645.0,29.4,4.0,6.0,10.0,4.0,0.0,0.0,8.0,1.0,0.14,0.2,0.34,0.14,0.34,1.6,1.6,3.5,5.1,32.0,150.0,32.0,0.06,0.12,0.17,0.06,0.17,
684,Walter Kannemann,ar ARG,DF,31.0,28,Gremio,2023,28,2359.0,26.2,0.0,1.0,1.0,0.0,0.0,0.0,17.0,1.0,0.0,0.04,0.04,0.0,0.04,1.0,1.0,0.2,1.2,12.0,81.0,1.0,0.04,0.01,0.05,0.04,0.05,
685,Felipe Carballo,uy URU,MF,26.0,22,Gremio,2023,21,1540.0,17.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.06,0.06,0.12,0.06,0.12,1.5,1.5,1.2,2.7,22.0,87.0,45.0,0.09,0.07,0.16,0.09,0.16,
686,João Pedro,it ITA,FW,30.0,14,Gremio,2023,10,616.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.15,0.0,0.15,1.0,1.0,0.3,1.4,8.0,6.0,37.0,0.15,0.05,0.2,0.15,0.2,
687,Lucas Besozzi,ar ARG,"FW,MF",20.0,12,Gremio,2023,5,399.0,4.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.23,0.23,0.45,0.23,0.45,0.3,0.3,0.4,0.8,30.0,23.0,47.0,0.07,0.1,0.17,0.07,0.17,
688,Juan Iturbe,py PAR,"FW,MF",29.0,5,Gremio,2023,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,
689,Freddy Noguera,py PAR,FW,19.0,1,Gremio,2023,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
690,Agustín Marchesín,ar ARG,GK,35.0,28,Gremio,2024,28,2475.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
691,Mathías Villasanti,py PAR,MF,27.0,26,Gremio,2024,26,2339.0,26.0,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,0.12,0.04,0.15,0.12,0.15,2.1,2.1,1.6,3.6,17.0,120.0,51.0,0.08,0.06,0.14,0.08,0.14,
692,Franco Cristaldo,ar ARG,"MF,FW",27.0,35,Gremio,2024,25,2136.0,23.7,6.0,2.0,8.0,5.0,1.0,1.0,1.0,0.0,0.25,0.08,0.34,0.21,0.29,5.2,4.4,5.5,9.9,31.0,157.0,128.0,0.22,0.23,0.45,0.19,0.42,
693,Yeferson Soteldo,ve VEN,"FW,MF",26.0,24,Gremio,2024,19,1673.0,18.6,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,0.27,0.11,0.38,0.27,0.38,2.9,2.9,4.6,7.4,120.0,79.0,138.0,0.15,0.25,0.4,0.15,0.4,
694,Martin Braithwaite,dk DEN,FW,32.0,18,Gremio,2024,18,1462.0,16.2,8.0,2.0,10.0,8.0,0.0,0.0,2.0,0.0,0.49,0.12,0.62,0.49,0.62,5.6,5.6,1.4,7.0,19.0,31.0,78.0,0.34,0.09,0.43,0.34,0.43,
695,Cristian Pavón,ar ARG,"FW,MF",28.0,21,Gremio,2024,16,1087.0,12.1,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.08,0.25,0.33,0.08,0.33,2.5,2.5,2.3,4.7,29.0,43.0,93.0,0.21,0.19,0.39,0.21,0.39,
696,Walter Kannemann,ar ARG,DF,32.0,13,Gremio,2024,13,1000.0,11.1,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.18,0.18,0.0,0.18,0.6,0.6,0.8,1.4,2.0,21.0,0.0,0.05,0.07,0.13,0.05,0.13,
697,Alexander Aravena,cl CHI,"FW,MF",21.0,16,Gremio,2024,11,770.0,8.6,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.23,0.23,0.47,0.23,0.47,2.2,2.2,1.1,3.3,22.0,15.0,65.0,0.26,0.13,0.38,0.26,0.38,
698,Miguel Monsalve,co COL,"FW,MF",19.0,19,Gremio,2024,10,978.0,10.9,3.0,1.0,4.0,3.0,0.0,0.0,3.0,1.0,0.28,0.09,0.37,0.28,0.37,2.6,2.6,1.0,3.6,35.0,44.0,41.0,0.24,0.09,0.33,0.24,0.33,
699,João Pedro,it ITA,FW,31.0,11,Gremio,2024,7,580.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.1,2.0,9.0,26.0,0.14,0.03,0.17,0.14,0.17,
700,Felipe Carballo,uy URU,MF,27.0,9,Gremio,2024,5,478.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,8.0,28.0,25.0,0.07,0.01,0.08,0.07,0.08,
701,Diego Costa,es ESP,FW,35.0,14,Gremio,2024,5,478.0,5.3,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.19,0.38,0.56,0.19,0.56,0.9,0.9,0.5,1.4,8.0,11.0,32.0,0.17,0.09,0.26,0.17,0.26,
702,Matias Arezo,uy URU,"FW,MF",21.0,10,Gremio,2024,0,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.0,2.0,3.0,14.0,0.69,0.12,0.81,0.69,0.81,
703,Lucas Besozzi,ar ARG,MF,21.0,0,Gremio,2024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Juan Quintero,co COL,DF,25.0,11,Juventude,2021,11,912.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,21.0,0.0,0.03,0.0,0.03,0.03,0.03,
705,Fernando Pacheco Rivas,pe PER,"MF,FW",21.0,16,Juventude,2021,0,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,10.0,6.0,25.0,0.12,0.1,0.22,0.12,0.22,
706,Nicolás Castillo,cl CHI,"FW,DF",27.0,2,Juventude,2021,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,
707,Edwin Mosquera,co COL,MF,19.0,1,Juventude,2021,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
708,Isidro Pitta,py PAR,FW,22.0,32,Juventude,2022,27,2413.0,26.8,5.0,2.0,7.0,5.0,0.0,1.0,2.0,0.0,0.19,0.07,0.26,0.19,0.26,6.5,5.7,1.1,6.8,45.0,42.0,163.0,0.24,0.04,0.28,0.21,0.25,
709,Óscar Ruiz,py PAR,"MF,FW",30.0,24,Juventude,2022,11,990.0,11.0,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,0.45,0.09,0.55,0.45,0.55,1.8,1.8,1.0,2.8,22.0,28.0,70.0,0.16,0.09,0.25,0.16,0.25,
710,Weliton,cl CHI,MF,16.0,1,Juventude,2022,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,6.1,0.0,6.1,6.1,6.1,
711,Ronie Carrillo,ec ECU,FW,27.0,14,Juventude,2024,9,678.0,7.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,1.0,1.0,0.3,1.3,6.0,10.0,29.0,0.13,0.03,0.17,0.13,0.17,
712,Tomás Cuello,ar ARG,"FW,MF",19.0,18,RB-Bragantino,2020,8,747.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.8,2.2,49.0,21.0,72.0,0.17,0.1,0.27,0.17,0.27,
713,Leonardo Realpe,ec ECU,DF,18.0,6,RB-Bragantino,2020,5,410.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,9.0,0.0,0.01,0.01,0.02,0.01,0.02,
714,Jan Carlos Hurtado,ve VEN,FW,19.0,23,RB-Bragantino,2020,2,393.0,4.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.46,0.0,0.46,0.46,0.46,1.8,1.8,0.1,1.9,6.0,4.0,28.0,0.4,0.03,0.43,0.4,0.43,
715,Cesar Haydar,co COL,DF,18.0,1,RB-Bragantino,2020,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
716,Tomás Cuello,ar ARG,"FW,MF",20.0,,RB-Bragantino,2021,23,1982.0,22.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.14,0.09,0.23,0.14,0.23,2.3,2.3,2.3,4.5,81.0,92.0,202.0,0.1,0.1,0.21,0.1,0.21,30
717,Emiliano Martínez,uy URU,MF,21.0,,RB-Bragantino,2021,6,566.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,7.0,32.0,7.0,0.02,0.06,0.07,0.02,0.07,13
718,Jan Carlos Hurtado,ve VEN,FW,20.0,,RB-Bragantino,2021,3,316.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.28,0.28,0.57,0.28,0.57,1.8,1.8,0.5,2.3,5.0,2.0,17.0,0.51,0.15,0.66,0.51,0.66,13
